x,y,z,value
0,7,7,0.000557552172791
0,7,8,-0.0024139940074
0,7,9,-0.499507943621
0,8,0,0.00261961320067
0,8,1,-0.010758559116
0,8,2,-0.0321101309371
0,8,3,0.000617003084524
0,8,4,0.001214474751
0,8,5,0.00117364691671
0,8,6,-0.00153007618309
0,8,7,-0.000266102221872
0,8,8,-0.00167812942939
0,8,9,-0.499876046888
0,9,0,0.00253192506717
0,9,1,0.00520739118714
0,9,2,-0.0173718679039
0,9,3,-0.288724532958
0,9,4,-0.0225245710318
0,9,5,-0.0233940949466
0,9,6,-0.224751522667
0,9,7,-0.000323669259505
0,9,8,-0.0027362198888
0,9,9,-0.529742153895
1,0,0,-0.758928322564
1,0,1,0.00262882039539
1,0,2,0.0121168760901
1,0,3,-0.21525614688
1,0,4,-0.0139101675495
1,0,5,-0.0658813652447
1,0,6,-0.000115706258265
1,0,7,-0.0013130434904
1,0,8,-0.024089388745
1,0,9,-0.22840168414
1,1,0,-0.418054841846
1,1,1,0.0660287017774
1,1,2,0.16646284556
1,1,3,0.0239083459577
1,1,4,0.0416666663284
1,1,5,-0.275890621121
1,1,6,-0.000119101889331
1,1,7,-0.000508939337053
1,1,8,-0.000516446902901
1,1,9,-0.0477624730356
1,2,0,-0.34192214393
1,2,1,0.0909989078808
1,2,2,0.333333333333
1,2,3,0.166666666667
1,2,4,0.0245857067972
1,2,5,-0.460791923984
1,2,6,-0.0107734451478
1,2,7,-0.000472569829902
1,2,8,-0.000280468571797
1,2,9,0.000647220277166
1,3,0,-0.204397509478
1,3,1,0.333311031717
1,3,2,0.666666666666
1,3,3,0.333332001389
1,3,4,0.0434293067837
1,3,5,0.0580662511569
1,3,6,-0.458600426797
1,3,7,-0.016306286988
1,3,8,-0.00284725015844
1,3,9,-0.00013999122469
1,4,0,0.166623658902
1,4,1,0.658834850874
1,4,2,1.33333333333
1,4,3,0.666666666667
1,4,4,0.331053295022
1,4,5,0.153898452124
1,4,6,-0.0488027723228
1,4,7,0.00119550243281
1,4,8,0.00044406903089
1,4,9,0.00260361756407
1,5,0,-0.166781563956
1,5,1,0.333117662169
1,5,2,0.666666666667
1,5,3,0.0917915915928
1,5,4,0.0275648990241
1,5,5,0.0145033631343
1,5,6,0.0307088025435
1,5,7,0.0173120421657
1,5,8,0.0102196713522
1,5,9,0.00496916174345
1,6,0,-0.348512514035
1,6,1,0.0720243310222
1,6,2,0.103352449644
1,6,3,-0.454362786574
1,6,4,0.0833332220047
1,6,5,0.0416537062139
1,6,6,0.0207486908025
1,6,7,0.00208064931851
1,6,8,0.000209284875782
1,6,9,0.00258103508571
1,7,0,-0.416757461663
1,7,1,-0.205906959656
1,7,2,-0.0686120715617
1,7,3,0.101632518088
1,7,4,-0.483031646456
1,7,5,-0.00633570917333
1,7,6,0.0024511041984
1,7,7,0.00501284706684
1,7,8,0.00256014845599
1,7,9,0.00123428166284
1,8,0,-0.466904962456
1,8,1,0.0416666666595
1,8,2,0.0208333328144
1,8,3,-0.0474959862813
1,8,4,-0.0222475468497
1,8,5,-0.00714744854848
1,8,6,0.00102790371619
1,8,7,5.90010640525e-05
1,8,8,-0.000543545993895
1,8,9,0.000623552825501
1,9,0,-0.523695250663
1,9,1,-0.0249126928355
1,9,2,-0.024829276834
1,9,3,0.00500441779624
1,9,4,-0.00416611952595
1,9,5,-0.00763053952153
1,9,6,-0.0454797745189
1,9,7,0.00115074759914
1,9,8,0.000572276323543
1,9,9,-0.0246072007096
2,0,0,0.0833330107884
2,0,1,0.166614951656
2,0,2,0.0804242058341
2,0,3,0.0416547216092
2,0,4,0.0208332469875
2,0,5,0.000150586679427
2,0,6,-0.0045529194526
2,0,7,0.000639674523707
2,0,8,-0.0645558628626
2,0,9,0.000158600355586
2,1,0,0.166666666664
2,1,1,0.33333333142
