x,y,z,value
2,8,9,0.0199426376342
2,8,10,0.00812355507187
2,8,11,0.00559829674749
2,9,0,0.000264607093126
2,9,1,0.000918560115923
2,9,2,0.00232355360473
2,9,3,0.0020739928686
2,9,4,0.00260416637892
2,9,5,0.00520833258635
2,9,6,0.0104166623273
2,9,7,0.047894131219
2,9,8,0.0213549458389
2,9,9,0.0099566633694
2,9,10,0.00797290075466
2,9,11,-0.0423352756756
2,10,0,-0.0409253253613
2,10,1,0.000319604466047
2,10,2,0.000830130270741
2,10,3,0.00171115968211
2,10,4,0.00455071515824
2,10,5,0.00447657903269
2,10,6,0.0127173396432
2,10,7,0.0279897901069
2,10,8,0.00687495634582
2,10,9,0.00462985728647
2,10,10,0.0046812946364
2,10,11,-0.0419358043349
2,11,0,-0.392141289887
2,11,1,-0.390996106156
2,11,2,-0.393286368867
2,11,3,-0.391433453967
2,11,4,-0.393156743675
2,11,5,-0.391288827654
2,11,6,-0.391417653541
2,11,7,-0.393115262164
2,11,8,-0.390650089372
2,11,9,-0.389507115308
2,11,10,-0.394944292569
2,11,11,-0.39327687277
3,0,0,-0.389756457866
3,0,1,-0.39478627766
3,0,2,-0.394711637067
3,0,3,-0.391434938222
3,0,4,-0.390298685569
3,0,5,-0.392772665964
3,0,6,-0.3946581149
3,0,7,-0.394149129989
3,0,8,-0.389663913171
3,0,9,-0.391542959811
3,0,10,-0.394705241336
3,0,11,-0.390745680388
3,1,0,-0.0396435916665
3,1,1,-0.0499804072331
3,1,2,0.00138647871611
3,1,3,0.00383527467922
3,1,4,-0.0406265643936
3,1,5,0.00647301716496
3,1,6,0.0046421995648
3,1,7,-0.0488300112395
3,1,8,-0.0404214015325
3,1,9,-0.0470942592342
3,1,10,-0.0508391566257
3,1,11,-0.0406219200821
3,2,0,0.000433268211017
3,2,1,0.00129312371769
3,2,2,0.00407431974306
3,2,3,0.00851385994608
3,2,4,0.0117074498476
3,2,5,0.0202727121579
3,2,6,0.00821021852745
3,2,7,0.00432965870778
3,2,8,0.00202563745293
3,2,9,0.00537978687243
3,2,10,0.00419019829624
3,2,11,0.00204371176956
3,3,0,0.00115882648079
3,3,1,0.00318240863401
3,3,2,0.00837809402367
3,3,3,0.0116265965203
3,3,4,0.0142155270147
3,3,5,0.0456269382533
3,3,6,-0.389834528548
3,3,7,0.101552410569
3,3,8,0.109727441675
3,3,9,0.00692222698907
3,3,10,0.00377402201908
3,3,11,0.00260921519982
3,4,0,0.00180658237172
3,4,1,0.00325375583202
3,4,2,0.00884771938163
3,4,3,0.013134707334
3,4,4,0.0450183436618
3,4,5,0.0457580525895
3,4,6,-0.040591611072
3,4,7,0.103060325223
3,4,8,-0.39154075683
3,4,9,-0.0432768305299
3,4,10,0.0184351225075
3,4,11,0.00437665713546
3,5,0,0.00549080641006
3,5,1,0.00697734229837
3,5,2,0.0106069482342
3,5,3,0.0198009492691
3,5,4,0.023663726333
3,5,5,0.0456956459599
3,5,6,0.0467995640025
3,5,7,1.33333318607
3,5,8,-0.0458685016465
3,5,9,-0.0419154732092
3,5,10,0.00661993401138
3,5,11,0.00942553316923
3,6,0,-0.0405873380306
3,6,1,0.00784038353994
3,6,2,0.00908235617758
3,6,3,0.0194750785881
3,6,4,0.0833333241297
3,6,5,0.0452063052811
3,6,6,0.0473687034173
3,6,7,0.666666593037
3,6,8,0.04620014421
3,6,9,0.0202295001709
3,6,10,0.0134260275083
3,6,11,-0.042168270991
3,7,0,-0.0437279170814
3,7,1,0.00485429059273
3,7,2,0.0104166655162
3,7,3,0.0208333310324
3,7,4,0.0416666620587
3,7,5,0.028021747761
3,7,6,0.100547207322
3,7,7,0.333333296519
3,7,8,0.166666648259
3,7,9,0.0207451083215
3,7,10,0.00993051276853
3,7,11,0.00834224690452
3,8,0,0.00130208318716
3,8,1,0.00243092161415
3,8,2,0.00430543290703
3,8,3,0.0104166655162
3,8,4,-0.393191567466
3,8,5,0.108273028064
3,8,6,0.0833333240247
3,8,7,0.166666648259
3,8,8,0.0833333241251
3,8,9,0.0416666620648
3,8,10,0.00964996573
3,8,11,0.00819034788819
3,9,0,-0.04807694523
3,9,1,0.00130208318953
3,9,2,0.00260416637905
3,9,3,0.00520833275808
3,9,4,-0.0484458433833
3,9,5,-0.394533086761
3,9,6,-0.3908056971
3,9,7,0.0833333241297
3,9,8,0.0416666612964
3,9,9,0.0208333310259
3,9,10,0.0104166655162
3,9,11,0.00520833218966
3,10,0,0.000303866656482
3,10,1,0.000651041594763
3,10,2,0.00130208318948
3,10,3,0.00242388483478
3,10,4,0.00448548154111
3,10,5,0.00656695402155
3,10,6,-0.0410627155035
3,10,7,0.0416666620648
3,10,8,0.0176934142705
3,10,9,0.0104166652808
3,10,10,0.00520833275805
3,10,11,-0.0407002801041
3,11,0,0.000162760398656
3,11,1,0.000325520794636
3,11,2,0.000651041589427
3,11,3,0.001267685312
3,11,4,0.00260416635866
3,11,5,0.00520833199539
3,11,6,0.0104166655083
3,11,7,0.0208333310324
3,11,8,0.00712973785248
3,11,9,0.00520833180277
3,11,10,0.00243175335425
3,11,11,0.00130208316749
